Average,,,,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,,,,
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,Type
Filament Displacement Delta Length,0,0,0,0,0,0,0,0,1,µm,Filament,,,,10,
Filament Displacement Delta Length,0.547078,3.89095,2.55582,1.44584,3.22944,1.88867,3.56055,7.66747,3,µm,Filament,,,,11,
Filament Displacement Delta Length,1.05551,1.05551,1.05551,0,1.05551,1.05551,1.05551,1.05551,1,µm,Filament,,,,12,
Filament Displacement Delta Length,1.50194,1.50194,1.50194,0,1.50194,1.50194,1.50194,1.50194,1,µm,Filament,,,,13,
Filament Displacement Delta Length,1.56833,1.56833,1.56833,0,1.56833,1.56833,1.56833,1.56833,1,µm,Filament,,,,14,
Filament Displacement Delta X,0,0,0,0,0,0,0,0,5,µm,Filament,,Filament Displacement Delta,,1,
Filament Displacement Delta X,0.0515289,8.73972,2.91825,3.49147,1.44087,0.291016,4.06836,11.673,4,µm,Filament,,Filament Displacement Delta,,2,
Filament Displacement Delta X,-8.16573,0.773521,-1.87886,2.95289,-0.927372,-1.86328,-0.117188,-11.2732,6,µm,Filament,,Filament Displacement Delta,,3,
Filament Displacement Delta X,-1.74744,2.17317,0.141911,1.60373,0,-0.873047,1.08789,0.425732,3,µm,Filament,,Filament Displacement Delta,,4,
Filament Displacement Delta X,0,1.32366,0.546036,0.570064,0.430241,0.000488281,0.976563,2.18414,4,µm,Filament,,Filament Displacement Delta,,5,
Filament Displacement Delta X,-1.04434,1.7767,-0.181606,1.04962,-0.619411,-1.02051,0.000976563,-0.908031,5,µm,Filament,,Filament Displacement Delta,,6,
Filament Displacement Delta X,-0.704016,3.34031,0.607138,1.41935,-0.100925,-0.324219,1.17969,3.64283,6,µm,Filament,,Filament Displacement Delta,,7,
Filament Displacement Delta X,-3.40504,3.19744,0.506229,2.38208,0.0823697,-0.138672,2.79492,2.53114,5,µm,Filament,,Filament Displacement Delta,,8,
Filament Displacement Delta X,-0.484586,-0.484586,-0.484586,0,-0.484586,-0.484586,-0.484586,-0.484586,1,µm,Filament,,Filament Displacement Delta,,9,
Filament Displacement Delta X,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,10,
Filament Displacement Delta X,0.0952988,3.28139,2.01648,1.38102,2.67275,1.38379,2.97754,6.04945,3,µm,Filament,,Filament Displacement Delta,,11,
Filament Displacement Delta X,0.718937,0.718937,0.718937,0,0.718937,0.718937,0.718937,0.718937,1,µm,Filament,,Filament Displacement Delta,,12,
Filament Displacement Delta X,0.909424,0.909424,0.909424,0,0.909424,0.909424,0.909424,0.909424,1,µm,Filament,,Filament Displacement Delta,,13,
Filament Displacement Delta X,-0.909916,-0.909916,-0.909916,0,-0.909916,-0.909916,-0.909916,-0.909916,1,µm,Filament,,Filament Displacement Delta,,14,
Filament Displacement Delta Y,0,0,0,0,0,0,0,0,5,µm,Filament,,Filament Displacement Delta,,1,
Filament Displacement Delta Y,-0.495152,9.12603,2.09475,4.06406,-0.125935,-0.34375,2.31445,8.379,4,µm,Filament,,Filament Displacement Delta,,2,
Filament Displacement Delta Y,-9.84706,1.92955,-0.992805,4.07983,0.576632,-0.681641,1.57422,-5.95683,6,µm,Filament,,Filament Displacement Delta,,3,
Filament Displacement Delta Y,-0.174534,1.54855,0.458005,0.774416,0,-0.0869141,0.774414,1.37402,3,µm,Filament,,Filament Displacement Delta,,4,
Filament Displacement Delta Y,-0.958386,0,-0.243842,0.412601,-0.00849056,-0.252197,0,-0.975368,4,µm,Filament,,Filament Displacement Delta,,5,
Filament Displacement Delta Y,-1.1775,0.850826,-0.193791,0.822096,0,-1.1123,0.469727,-0.968957,5,µm,Filament,,Filament Displacement Delta,,6,
Filament Displacement Delta Y,-2.31955,0.880178,-0.669148,1.00554,-0.701282,-1.14111,-0.0883789,-4.01489,6,µm,Filament,,Filament Displacement Delta,,7,
Filament Displacement Delta Y,-1.01064,1.85531,0.359631,1.10938,0.441769,-0.74707,1.25879,1.79816,5,µm,Filament,,Filament Displacement Delta,,8,
Filament Displacement Delta Y,-0.160728,-0.160728,-0.160728,0,-0.160728,-0.160728,-0.160728,-0.160728,1,µm,Filament,,Filament Displacement Delta,,9,
Filament Displacement Delta Y,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,10,
Filament Displacement Delta Y,-2.09092,0.538713,-1.12162,1.17952,-1.81264,-1.95215,-0.637695,-3.36485,3,µm,Filament,,Filament Displacement Delta,,11,
Filament Displacement Delta Y,0.7728,0.7728,0.7728,0,0.7728,0.7728,0.7728,0.7728,1,µm,Filament,,Filament Displacement Delta,,12,
Filament Displacement Delta Y,-1.19532,-1.19532,-1.19532,0,-1.19532,-1.19532,-1.19532,-1.19532,1,µm,Filament,,Filament Displacement Delta,,13,
Filament Displacement Delta Y,-1.27739,-1.27739,-1.27739,0,-1.27739,-1.27739,-1.27739,-1.27739,1,µm,Filament,,Filament Displacement Delta,,14,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,5,µm,Filament,,Filament Displacement Delta,,1,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,4,µm,Filament,,Filament Displacement Delta,,2,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,6,µm,Filament,,Filament Displacement Delta,,3,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,3,µm,Filament,,Filament Displacement Delta,,4,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,4,µm,Filament,,Filament Displacement Delta,,5,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,5,µm,Filament,,Filament Displacement Delta,,6,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,6,µm,Filament,,Filament Displacement Delta,,7,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,5,µm,Filament,,Filament Displacement Delta,,8,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,9,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,10,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,3,µm,Filament,,Filament Displacement Delta,,11,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,12,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,13,
Filament Displacement Delta Z,0,0,0,0,0,0,0,0,1,µm,Filament,,Filament Displacement Delta,,14,
Filament Displacement Length,0,0,0,0,0,0,0,0,5,µm,Filament,,,,1,
Filament Displacement Length,0.0671585,12.6359,3.96244,5.09021,1.57334,0.482422,5.05469,15.8498,4,µm,Filament,,,,2,
Filament Displacement Length,0,2.33144,1.27762,0.751635,1.21025,0.989258,1.80127,7.66574,6,µm,Filament,,,,3,
Filament Displacement Length,0,3.61954,1.9848,1.49826,2.33486,1.16797,2.97754,5.95439,3,µm,Filament,,,,4,
Filament Displacement Length,0,4.20252,1.55966,1.73758,1.01806,0.00195313,2.57813,6.23863,4,µm,Filament,,,,5,
Filament Displacement Length,0,3.18706,1.10881,1.1352,0.777254,0.250977,1.3291,5.54404,5,µm,Filament,,,,6,
Filament Displacement Length,0,3.87896,1.83557,1.36479,1.50804,0.903809,2.93994,11.0134,6,µm,Filament,,,,7,
Filament Displacement Length,0.449382,5.09592,2.99442,1.69676,2.62698,2.16602,4.63086,14.9721,5,µm,Filament,,,,8,
Filament Displacement Length,5.00139,5.00139,5.00139,0,5.00139,5.00139,5.00139,5.00139,1,µm,Filament,,,,9,
Filament Displacement Length,0,0,0,0,0,0,0,0,1,µm,Filament,,,,10,
Filament Displacement Length,1.92799,6.04467,4.33235,1.75042,5.02438,3.47656,5.53516,12.997,3,µm,Filament,,,,11,
Filament Displacement Length,1.05551,1.05551,1.05551,0,1.05551,1.05551,1.05551,1.05551,1,µm,Filament,,,,12,
Filament Displacement Length,1.68228,1.68228,1.68228,0,1.68228,1.68228,1.68228,1.68228,1,µm,Filament,,,,13,
Filament Displacement Length,1.84549,1.84549,1.84549,0,1.84549,1.84549,1.84549,1.84549,1,µm,Filament,,,,14,
Filament Distance from Origin,34.7125,103.324,74.1744,14.8149,74.8872,66.7031,83.4375,1186.79,16,µm,Filament,,Filament Distance from Origin,,1,
Filament Distance from Origin,47.122,103.317,76.7269,15.2717,76.7838,69.375,86.25,843.996,11,µm,Filament,,Filament Distance from Origin,,2,
Filament Distance from Origin,34.8043,90.7887,62.8961,19.5042,65.4187,46.875,77.6719,503.169,8,µm,Filament,,Filament Distance from Origin,,3,
Filament Distance from Origin,35.1744,77.7429,49.619,16.972,38.3519,35.9531,60.8906,248.095,5,µm,Filament,,Filament Distance from Origin,,4,
Filament Distance from Origin,35.9243,78.4773,62.5924,14.2508,67.3603,63.2344,67.9531,312.962,5,µm,Filament,,Filament Distance from Origin,,5,
Filament Distance from Origin,47.9861,77.3155,65.2012,9.86253,66.9652,62.7109,71.0234,326.006,5,µm,Filament,,Filament Distance from Origin,,6,
Filament Distance from Origin,35.5785,76.8383,56.4394,16.6848,57.628,40.2188,71.8203,338.636,6,µm,Filament,,Filament Distance from Origin,,7,
Filament Distance from Origin,35.1811,76.8914,53.9282,16.5501,50.8256,37.8594,68.8594,269.641,5,µm,Filament,,Filament Distance from Origin,,8,
Filament Distance from Origin,34.8417,60.8132,47.8274,12.9858,47.8274,41.332,54.3242,95.6548,2,µm,Filament,,Filament Distance from Origin,,9,
Filament Distance from Origin,53.3221,53.3221,53.3221,0,53.3221,53.3221,53.3221,53.3221,1,µm,Filament,,Filament Distance from Origin,,10,
Filament Distance from Origin,34.3646,85.3108,66.4996,15.2522,71.5051,62.0781,75.75,531.997,8,µm,Filament,,Filament Distance from Origin,,11,
Filament Distance from Origin,54.3136,54.3136,54.3136,0,54.3136,54.3136,54.3136,54.3136,1,µm,Filament,,Filament Distance from Origin,,12,
Filament Distance from Origin,54.5957,54.5957,54.5957,0,54.5957,54.5957,54.5957,54.5957,1,µm,Filament,,Filament Distance from Origin,,13,
Filament Distance from Origin,53.2277,53.2277,53.2277,0,53.2277,53.2277,53.2277,53.2277,1,µm,Filament,,Filament Distance from Origin,,14,
Filament Distance from Origin,49.0152,75.3179,66.8656,8.09408,69.2498,65.2813,71.9531,468.059,7,µm,Filament,,Filament Distance from Origin,,15,
Filament Full Branch Depth,0,3,0.6875,0.982265,0,0.000976563,1.25098,11,16,,Filament,,,,1,
Filament Full Branch Depth,0,7,1,2.09762,0,0.00195313,0.751953,10,10,,Filament,,,,2,
Filament Full Branch Depth,0,5,1.33333,1.79505,0.5,0.00195313,1.75195,8,6,,Filament,,,,3,
Filament Full Branch Depth,0,4,1.6,1.35647,1,1.00195,2.00195,8,5,,Filament,,,,4,
Filament Full Branch Depth,0,2,1.5,0.866025,2,1.50098,2,6,4,,Filament,,,,5,
Filament Full Branch Depth,0,6,1.6,2.33238,0,0.00195313,2.00195,8,5,,Filament,,,,6,
Filament Full Branch Depth,0,6,2,2.19089,2,0.00195313,2.00195,10,5,,Filament,,,,7,
Filament Full Branch Depth,0,5,2,1.87083,1.5,0.751953,2.75195,8,4,,Filament,,,,8,
Filament Full Branch Depth,0,3,1.5,1.5,1.5,0.750977,2.25098,3,2,,Filament,,,,9,
Filament Full Branch Depth,7,7,7,0,7,7,7,7,1,,Filament,,,,10,
Filament Full Branch Depth,0,8,1.625,2.59507,0.5,0.00390625,1.50391,13,8,,Filament,,,,11,
Filament Full Branch Depth,5,5,5,0,5,5,5,5,1,,Filament,,,,12,
Filament Full Branch Depth,4,4,4,0,4,4,4,4,1,,Filament,,,,13,
Filament Full Branch Depth,3,3,3,0,3,3,3,3,1,,Filament,,,,14,
Filament Full Branch Depth,0,3,1,1.41421,0,0.000976563,2.25098,6,6,,Filament,,,,15,
Filament Full Branch Level,1,3,1.81818,0.833196,2,1.00098,2.50098,20,11,,Filament,,,,1,
Filament Full Branch Level,1,4,2,1.09545,2,1.00098,2.00098,10,5,,Filament,,,,2,
Filament Full Branch Level,1,3,1.83333,0.897527,1.5,1.00098,2.75098,11,6,,Filament,,,,3,
Filament Full Branch Level,1,4,2.2,0.979796,2,2.00098,2.00098,11,5,,Filament,,,,4,
Filament Full Branch Level,1,3,2.25,0.829156,2.5,1.75098,3,9,4,,Filament,,,,5,
Filament Full Branch Level,1,4,2,1.26491,1,1.00098,3.00098,10,5,,Filament,,,,6,
