Average,,,,,,,,,,,,,,,,
 ==================== ,,,,,,,,,,,,,,,,
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,Type
Pt Velocity Angle X Type=Dendrite Terminal,11.0073,179.417,86.7085,67.9007,59.7013,35.3125,152.406,520.251,6,°,Point,,Pt Velocity Angle,,1,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,0,171.308,77.6404,45.9392,62.5153,46.9688,99.125,1708.09,22,°,Point,,Pt Velocity Angle,,1,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,31.9652,85.8891,50.7393,24.8739,34.3637,33.1563,60.125,152.218,3,°,Point,,Pt Velocity Angle,,1,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,27.6043,173.139,73.4178,44.2736,58.3449,43.25,90.3438,1321.52,18,°,Point,,Pt Velocity Angle,,1,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,55.7585,134.295,89.6251,32.9601,78.8214,67.3125,106.563,268.875,3,°,Point,,Pt Velocity Angle,,1,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,57.8994,147.883,106.005,34.7068,109.12,82,133.141,424.022,4,°,Point,,Pt Velocity Angle,,2,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,11.0073,179.417,94.4577,61.6785,73.217,46.1875,159.938,850.119,9,°,Point,,Pt Velocity Angle,,2,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,5.40372,180.005,86.072,40.8757,75.0804,59.25,105.25,1979.66,23,°,Point,,Pt Velocity Angle,,2,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,29.1754,157.939,91.5277,59.8369,89.4504,32.5313,149.531,549.166,6,°,Point,,Pt Velocity Angle,,2,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,7.08929,175.334,83.1837,49.1495,74.5988,48.9375,124.938,1746.86,21,°,Point,,Pt Velocity Angle,,2,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,66.5835,66.5835,66.5835,0,66.5835,66.5835,66.5835,66.5835,1,°,Point,,Pt Velocity Angle,,2,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,43.9483,161.298,103.679,38.0338,104.243,80.8906,127.469,622.074,6,°,Point,,Pt Velocity Angle,,3,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,3.13959,170.163,51.8545,60.2748,29.397,18.8125,37.8125,259.272,5,°,Point,,Pt Velocity Angle,,3,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,0.585189,180.005,92.1024,53.7256,94.7384,38.4375,136.688,3039.38,33,°,Point,,Pt Velocity Angle,,3,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,131.484,179.212,156.256,17.4194,157.164,146.25,167.156,625.024,4,°,Point,,Pt Velocity Angle,,3,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,14.185,179.367,100.142,53.974,99.8148,49.1875,149.188,2904.11,29,°,Point,,Pt Velocity Angle,,3,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,84.2795,84.2795,84.2795,0,84.2795,84.2795,84.2795,84.2795,1,°,Point,,Pt Velocity Angle,,3,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,77.8554,167.885,133.007,39.451,153.28,115.563,160.594,399.02,3,°,Point,,Pt Velocity Angle,,4,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,18.797,177.757,78.6113,70.6035,39.2799,29.0625,108.563,235.834,3,°,Point,,Pt Velocity Angle,,4,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,0.585189,172.907,77.6458,47.9398,72.572,47.7813,98.25,1863.5,24,°,Point,,Pt Velocity Angle,,4,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,5.22338,54.2842,29.7538,24.5304,29.7538,17.5,42.0313,59.5076,2,°,Point,,Pt Velocity Angle,,4,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,14.185,169.197,79.2124,46.0804,58.1837,47.8125,126.375,1821.88,23,°,Point,,Pt Velocity Angle,,4,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,91.8702,91.8702,91.8702,0,91.8702,91.8702,91.8702,91.8702,1,°,Point,,Pt Velocity Angle,,4,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,6.742,125.637,59.3602,43.4187,52.531,32.125,79.7656,237.441,4,°,Point,,Pt Velocity Angle,,5,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,52.5413,148.582,106.095,40.0078,111.627,75.1719,142.547,424.378,4,°,Point,,Pt Velocity Angle,,5,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,2.14226,175.536,57.4909,47.8961,44.6638,31.4375,61.8125,747.381,13,°,Point,,Pt Velocity Angle,,5,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,11.3082,47.5869,29.4476,18.1394,29.4476,20.3672,38.5078,58.8951,2,°,Point,,Pt Velocity Angle,,5,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,24.8713,128.154,43.3406,25.646,35.3901,27.4375,48.2813,606.769,14,°,Point,,Pt Velocity Angle,,5,Spine Attachment
Pt Velocity Angle X Type=Dendrite Beginning,37.1571,178.742,108.971,56.5011,125.637,48.9375,154.313,544.853,5,°,Point,,Pt Velocity Angle,,6,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,40.3243,165.167,104.152,53.7522,103.685,46.1406,163.719,833.215,8,°,Point,,Pt Velocity Angle,,6,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,12.6443,179.616,100.467,56.0455,115.773,36.8125,144.188,2511.68,25,°,Point,,Pt Velocity Angle,,6,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,12.1144,146.667,91.424,57.6162,112.477,35.9688,143.938,548.544,6,°,Point,,Pt Velocity Angle,,6,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,8.83406,179.601,94.3818,58.4336,110.347,27,141.063,2170.78,23,°,Point,,Pt Velocity Angle,,6,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,174.418,174.418,174.418,0,174.418,174.418,174.418,174.418,1,°,Point,,Pt Velocity Angle,,6,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,28.5124,171.224,82.545,53.4462,61.5938,38.7188,121.25,495.27,6,°,Point,,Pt Velocity Angle,,7,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,0,172.166,78.4665,48.9418,63.5946,45.375,105.75,941.598,12,°,Point,,Pt Velocity Angle,,7,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,16.1829,179.616,106.439,40.7142,113.244,77.9375,138.063,2660.97,25,°,Point,,Pt Velocity Angle,,7,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,12.1144,165.448,68.1941,58.1534,43.1299,14.875,121.063,545.553,8,°,Point,,Pt Velocity Angle,,7,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,9.87907,179.228,80.1619,53.748,80.0157,30.875,124.75,1843.72,23,°,Point,,Pt Velocity Angle,,7,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,174.418,174.418,174.418,0,174.418,174.418,174.418,174.418,1,°,Point,,Pt Velocity Angle,,7,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,24.7829,127.432,62.8155,38.0121,55.228,27.2188,79.4688,314.077,5,°,Point,,Pt Velocity Angle,,8,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,0,91.8554,42.6336,33.9799,47.601,6.71875,59.7188,383.703,9,°,Point,,Pt Velocity Angle,,8,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,15.0961,154.788,72.9894,35.4127,67.5964,54.0938,82.5,1751.75,24,°,Point,,Pt Velocity Angle,,8,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,3.6019,104.611,42.2074,37.2862,34.3696,8.21875,66.2031,253.245,6,°,Point,,Pt Velocity Angle,,8,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,15.6369,179.664,70.7971,48.2937,56.926,31.5313,85.25,1557.54,22,°,Point,,Pt Velocity Angle,,8,Spine Attachment
Pt Velocity Angle X Type=Dendrite Beginning,156.094,156.094,156.094,0,156.094,156.094,156.094,156.094,1,°,Point,,Pt Velocity Angle,,9,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,91.3949,91.3949,91.3949,0,91.3949,91.3949,91.3949,91.3949,1,°,Point,,Pt Velocity Angle,,9,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,87.1603,138.447,120.406,23.5368,135.611,111.391,137.031,361.218,3,°,Point,,Pt Velocity Angle,,9,Spine Terminal
Pt Velocity Angle X Type=Spine Attachment,141.637,179.664,164.129,16.285,171.086,156.359,175.375,492.387,3,°,Point,,Pt Velocity Angle,,9,Spine Attachment
Pt Velocity Angle X Type=Dendrite Beginning,57.6389,57.6389,57.6389,0,57.6389,57.6389,57.6389,57.6389,1,°,Point,,Pt Velocity Angle,,10,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Beginning,32.426,140.995,82.2773,44.7643,73.411,52.9063,107.188,246.832,3,°,Point,,Pt Velocity Angle,,11,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Beginning,65.8554,65.8554,65.8554,0,65.8554,65.8554,65.8554,65.8554,1,°,Point,,Pt Velocity Angle,,12,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,30.7162,164.991,114.398,52.0088,145.497,62.2188,155.219,915.181,8,°,Point,,Pt Velocity Angle,,12,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,8.90018,175.079,134.475,46.043,151.314,131.656,162.688,2958.45,22,°,Point,,Pt Velocity Angle,,12,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,8.18624,164.155,129.054,46.8915,145.075,136.906,150.844,1032.43,8,°,Point,,Pt Velocity Angle,,12,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,12.3235,179.243,126.166,43.5247,132.403,103.688,164.375,2523.33,20,°,Point,,Pt Velocity Angle,,12,Spine Attachment
Pt Velocity Angle X Type=Dendrite Beginning,109.457,109.457,109.457,0,109.457,109.457,109.457,109.457,1,°,Point,,Pt Velocity Angle,,13,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,30.7162,164.991,87.1441,40.3247,76.8953,59.25,113.906,871.441,10,°,Point,,Pt Velocity Angle,,13,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,5.09012,173.128,94.2863,49.7653,97.6286,67.8125,130.188,2357.16,25,°,Point,,Pt Velocity Angle,,13,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,17.954,145.777,113.743,40.7764,124.782,115.25,138.563,796.199,7,°,Point,,Pt Velocity Angle,,13,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,8.23965,172.417,89.4053,49.2303,99.5567,42.9375,111.313,1877.51,21,°,Point,,Pt Velocity Angle,,13,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,11.5403,91.1065,51.02,38.3863,50.7165,13.2188,88.5156,204.08,4,°,Point,,Pt Velocity Angle,,13,Spine Branch
Pt Velocity Angle X Type=Dendrite Beginning,103.727,103.727,103.727,0,103.727,103.727,103.727,103.727,1,°,Point,,Pt Velocity Angle,,14,Dendrite Beginning
Pt Velocity Angle X Type=Dendrite Terminal,56.8394,64.4338,62.1645,3.10959,63.6925,61.6016,64.2539,248.658,4,°,Point,,Pt Velocity Angle,,14,Dendrite Terminal
Pt Velocity Angle X Type=Spine Terminal,0.195841,173.128,68.7554,35.1272,67.0214,55.75,81,1306.35,19,°,Point,,Pt Velocity Angle,,14,Spine Terminal
Pt Velocity Angle X Type=Dendrite Branch,25.0788,74.2395,57.8525,19.2679,66.046,54.3047,69.5938,231.41,4,°,Point,,Pt Velocity Angle,,14,Dendrite Branch
Pt Velocity Angle X Type=Spine Attachment,20.5594,105.571,68.4214,21.374,71.3196,60.375,80.6719,1094.74,16,°,Point,,Pt Velocity Angle,,14,Spine Attachment
Pt Velocity Angle X Type=Spine Branch,11.5403,87.6507,46.535,34.2677,43.4746,13.2188,76.7813,186.14,4,°,Point,,Pt Velocity Angle,,14,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,61.9615,180.005,131.016,39.7057,134.778,122.344,156.031,655.078,5,°,Point,,Pt Velocity Angle,,1,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,43.8171,163.22,101.314,36.1699,95.2122,88.9375,116.5,607.885,6,°,Point,,Pt Velocity Angle,,1,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,9.95811,179.492,123.927,42.3242,138.658,95.1563,153.094,2726.39,22,°,Point,,Pt Velocity Angle,,1,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,121.968,175.892,140.742,24.8739,124.366,123.156,150.125,422.226,3,°,Point,,Pt Velocity Angle,,1,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,34.9393,177.627,130.66,32.2316,134.109,118.156,151.781,2351.88,18,°,Point,,Pt Velocity Angle,,1,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,135.713,168.824,150.099,13.8614,145.761,140.734,157.297,450.298,3,°,Point,,Pt Velocity Angle,,1,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,38.2343,180.005,122.067,52.5648,135.014,101.094,155.969,488.267,4,°,Point,,Pt Velocity Angle,,2,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,43.8171,163.22,112.853,35.1293,110.025,89.4063,137.656,1015.67,9,°,Point,,Pt Velocity Angle,,2,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,9.95811,176.452,116.752,55.2409,149.033,83.1875,158.563,2685.29,23,°,Point,,Pt Velocity Angle,,2,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,61.1832,125.471,103.35,27.5691,120.573,80.7188,123.75,620.103,6,°,Point,,Pt Velocity Angle,,2,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,34.9393,176.317,131.047,34.7425,135.079,116.063,156.938,2751.99,21,°,Point,,Pt Velocity Angle,,2,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,156.586,156.586,156.586,0,156.586,156.586,156.586,156.586,1,°,Point,,Pt Velocity Angle,,2,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,40.4839,180.005,124.186,51.1033,142.738,86.9688,163.75,745.118,6,°,Point,,Pt Velocity Angle,,3,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,80.1599,127.779,105.856,17.2895,108.8,93.1406,119.391,529.28,5,°,Point,,Pt Velocity Angle,,3,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,1.33005,176.452,109.926,51.7961,110.953,90.0625,160.188,3627.57,33,°,Point,,Pt Velocity Angle,,3,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,61.1832,138.524,98.9454,28.0622,98.0373,82.2031,114.766,395.782,4,°,Point,,Pt Velocity Angle,,3,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,28.178,178.138,113.794,41.4469,122.072,79.1875,145.438,3300.03,29,°,Point,,Pt Velocity Angle,,3,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,174.282,174.282,174.282,0,174.282,174.282,174.282,174.282,1,°,Point,,Pt Velocity Angle,,3,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,63.2777,167.858,103.006,46.2434,77.8819,70.5938,122.875,309.018,3,°,Point,,Pt Velocity Angle,,4,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,87.7543,129.283,108.612,16.9544,108.8,98.2813,119.047,325.836,3,°,Point,,Pt Velocity Angle,,4,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,1.33005,175.719,111.738,52.7909,123.418,83.2188,156.844,2681.72,24,°,Point,,Pt Velocity Angle,,4,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,84.7793,144.287,114.533,29.7538,114.533,99.6484,129.414,229.066,2,°,Point,,Pt Velocity Angle,,4,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,38.151,170.193,122.381,38.2204,138.524,91.6875,146.625,2814.75,23,°,Point,,Pt Velocity Angle,,4,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,178.138,178.138,178.138,0,178.138,178.138,178.138,178.138,1,°,Point,,Pt Velocity Angle,,4,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,25.5096,130.572,72.115,43.3783,66.1894,33.125,105.188,288.46,4,°,Point,,Pt Velocity Angle,,5,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,50.505,172.75,106.095,52.7242,100.562,56.5781,150.078,424.378,4,°,Point,,Pt Velocity Angle,,5,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,1.95681,151.843,112.836,38.22,126.216,94.1875,134.938,1466.87,13,°,Point,,Pt Velocity Angle,,5,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,78.6945,137.59,108.142,29.4476,108.142,93.4219,122.859,216.284,2,°,Point,,Pt Velocity Angle,,5,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,38.151,149.618,116.69,29.0319,122.723,116.359,134.891,1633.66,14,°,Point,,Pt Velocity Angle,,5,Spine Attachment
Pt Velocity Angle Y Type=Dendrite Beginning,35.6341,138.974,101.739,36.6224,115.662,91.2813,127.156,508.695,5,°,Point,,Pt Velocity Angle,,6,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,73.404,167.067,120.416,30.8755,133.223,97.7969,137.047,963.326,8,°,Point,,Pt Velocity Angle,,6,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,13.0132,172.103,102.029,43.8707,96.865,67.8125,137.688,2550.72,25,°,Point,,Pt Velocity Angle,,6,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,53.5365,171.417,103.564,40.4929,100.615,71.3906,125.313,621.384,6,°,Point,,Pt Velocity Angle,,6,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,38.7484,175.646,107.223,41.6268,98.8367,70.375,144.688,2466.14,23,°,Point,,Pt Velocity Angle,,6,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,95.5896,95.5896,95.5896,0,95.5896,95.5896,95.5896,95.5896,1,°,Point,,Pt Velocity Angle,,6,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,10.5621,127.113,71.4833,41.7101,63.7384,45.4844,109.203,428.9,6,°,Point,,Pt Velocity Angle,,7,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,30.2773,179.532,102.825,52.0291,105.015,54.6563,141.5,1233.9,12,°,Point,,Pt Velocity Angle,,7,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,1.03725,151.27,60.3337,46.6634,43.1879,23.1875,90.4375,1508.34,25,°,Point,,Pt Velocity Angle,,7,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,25.3021,131.714,77.7998,34.2991,76.505,64.9531,89.2344,622.399,8,°,Point,,Pt Velocity Angle,,7,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,9.98694,178.259,90.8792,48.4669,83.553,53.3125,122.563,2090.22,23,°,Point,,Pt Velocity Angle,,7,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,95.5896,95.5896,95.5896,0,95.5896,95.5896,95.5896,95.5896,1,°,Point,,Pt Velocity Angle,,7,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,10.5621,145.231,85.0408,51.6827,114.786,37.4375,117.188,425.204,5,°,Point,,Pt Velocity Angle,,8,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,1.85282,178.613,74.4534,50.9968,83.2967,33.5625,90.0625,670.081,9,°,Point,,Pt Velocity Angle,,8,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,2.84236,131.957,41.7858,36.2911,29.1575,15.7188,50.375,1002.86,24,°,Point,,Pt Velocity Angle,,8,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,14.6088,95.7177,55.7705,33.5161,55.6331,23.7969,88.7656,334.623,6,°,Point,,Pt Velocity Angle,,8,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,3.87612,122.394,58.8222,40.0299,47.8783,24.3594,96.7656,1294.09,22,°,Point,,Pt Velocity Angle,,8,Spine Attachment
Pt Velocity Angle Y Type=Dendrite Beginning,66.0917,66.0917,66.0917,0,66.0917,66.0917,66.0917,66.0917,1,°,Point,,Pt Velocity Angle,,9,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,178.613,178.613,178.613,0,178.613,178.613,178.613,178.613,1,°,Point,,Pt Velocity Angle,,9,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,2.84236,131.561,60.0042,53.5261,45.6088,24.1875,88.5625,180.012,3,°,Point,,Pt Velocity Angle,,9,Spine Terminal
Pt Velocity Angle Y Type=Spine Attachment,90.3446,128.371,105.879,16.2849,98.9218,94.6406,113.641,317.637,3,°,Point,,Pt Velocity Angle,,9,Spine Attachment
Pt Velocity Angle Y Type=Dendrite Beginning,147.642,147.642,147.642,0,147.642,147.642,147.642,147.642,1,°,Point,,Pt Velocity Angle,,10,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Beginning,50.9923,163.414,112.278,46.4536,122.429,86.6875,142.906,336.835,3,°,Point,,Pt Velocity Angle,,11,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Beginning,155.858,155.858,155.858,0,155.858,155.858,155.858,155.858,1,°,Point,,Pt Velocity Angle,,12,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,61.6154,156.55,105.808,34.6576,112.868,67.5313,132.797,846.464,8,°,Point,,Pt Velocity Angle,,12,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,61.3577,146.711,113.764,22.1703,116.16,103.672,131.203,2502.81,22,°,Point,,Pt Velocity Angle,,12,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,34.7791,129.043,90.6937,33.3541,93.8346,63.375,124.578,725.549,8,°,Point,,Pt Velocity Angle,,12,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,21.3276,179.816,108.316,45.6634,102.364,76.8438,144.875,2166.32,20,°,Point,,Pt Velocity Angle,,12,Spine Attachment
Pt Velocity Angle Y Type=Dendrite Beginning,19.4539,19.4539,19.4539,0,19.4539,19.4539,19.4539,19.4539,1,°,Point,,Pt Velocity Angle,,13,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,2.81503,170.739,105.469,57.6577,125.675,51.1563,152.219,1054.69,10,°,Point,,Pt Velocity Angle,,13,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,2.23763,139.794,55.0808,46.1212,33.3484,9.9375,95.0625,1377.02,25,°,Point,,Pt Velocity Angle,,13,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,22.9552,125.635,64.2857,41.0684,42.763,31.1875,98.125,450,7,°,Point,,Pt Velocity Angle,,13,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,0.512452,132.908,48.9489,38.1928,38.9727,17.9375,77.6875,1027.93,21,°,Point,,Pt Velocity Angle,,13,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,1.10379,101.543,45.3047,44.4893,39.2861,2.03125,82.5469,181.219,4,°,Point,,Pt Velocity Angle,,13,Spine Branch
Pt Velocity Angle Y Type=Dendrite Beginning,13.7247,13.7247,13.7247,0,13.7247,13.7247,13.7247,13.7247,1,°,Point,,Pt Velocity Angle,,14,Dendrite Beginning
Pt Velocity Angle Y Type=Dendrite Terminal,25.5688,154.196,91.5306,62.2235,93.1786,31.2813,153.438,366.122,4,°,Point,,Pt Velocity Angle,,14,Dendrite Terminal
Pt Velocity Angle Y Type=Spine Terminal,2.81503,90.199,32.5666,25.0698,25.0406,20.2813,38.375,618.765,19,°,Point,,Pt Velocity Angle,,14,Spine Terminal
Pt Velocity Angle Y Type=Dendrite Branch,15.7632,64.9239,32.1501,19.2679,23.9567,20.4063,35.7188,128.6,4,°,Point,,Pt Velocity Angle,,14,Dendrite Branch
Pt Velocity Angle Y Type=Spine Attachment,1.70908,69.4433,23.9713,18.6541,18.683,14.4375,29.625,383.541,16,°,Point,,Pt Velocity Angle,,14,Spine Attachment
Pt Velocity Angle Y Type=Spine Branch,2.35192,101.543,49.2378,40.9636,46.5281,13.2188,82.5469,196.951,4,°,Point,,Pt Velocity Angle,,14,Spine Branch
Pt Velocity Angle Z Type=Dendrite Beginning,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,450.013,5,°,Point,,Pt Velocity Angle,,1,Dendrite Beginning
Pt Velocity Angle Z Type=Dendrite Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,540.016,6,°,Point,,Pt Velocity Angle,,1,Dendrite Terminal
Pt Velocity Angle Z Type=Spine Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,1980.06,22,°,Point,,Pt Velocity Angle,,1,Spine Terminal
Pt Velocity Angle Z Type=Dendrite Branch,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,270.008,3,°,Point,,Pt Velocity Angle,,1,Dendrite Branch
Pt Velocity Angle Z Type=Spine Attachment,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,1620.05,18,°,Point,,Pt Velocity Angle,,1,Spine Attachment
Pt Velocity Angle Z Type=Spine Branch,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,270.008,3,°,Point,,Pt Velocity Angle,,1,Spine Branch
Pt Velocity Angle Z Type=Dendrite Beginning,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,360.011,4,°,Point,,Pt Velocity Angle,,2,Dendrite Beginning
Pt Velocity Angle Z Type=Dendrite Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,810.024,9,°,Point,,Pt Velocity Angle,,2,Dendrite Terminal
Pt Velocity Angle Z Type=Spine Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,2070.06,23,°,Point,,Pt Velocity Angle,,2,Spine Terminal
Pt Velocity Angle Z Type=Dendrite Branch,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,540.016,6,°,Point,,Pt Velocity Angle,,2,Dendrite Branch
Pt Velocity Angle Z Type=Spine Attachment,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,1890.06,21,°,Point,,Pt Velocity Angle,,2,Spine Attachment
Pt Velocity Angle Z Type=Spine Branch,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,90.0027,1,°,Point,,Pt Velocity Angle,,2,Spine Branch
Pt Velocity Angle Z Type=Dendrite Beginning,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,540.016,6,°,Point,,Pt Velocity Angle,,3,Dendrite Beginning
Pt Velocity Angle Z Type=Dendrite Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,450.013,5,°,Point,,Pt Velocity Angle,,3,Dendrite Terminal
Pt Velocity Angle Z Type=Spine Terminal,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,2970.09,33,°,Point,,Pt Velocity Angle,,3,Spine Terminal
Pt Velocity Angle Z Type=Dendrite Branch,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,360.011,4,°,Point,,Pt Velocity Angle,,3,Dendrite Branch
Pt Velocity Angle Z Type=Spine Attachment,90.0027,90.0027,90.0027,0,90.0027,90.0027,90.0027,2610.08,29,°,Point,,Pt Velocity Angle,,3,Spine Attachment
