Time,aSyn,aSyn,aSyn,aSyn-DMSO,aSyn-DMSO,aSyn-DMSO,aSyn_D2_13uM,aSyn_D2_13uM,aSyn_D2_13uM,aSyn_D3_0.67mM,aSyn_D3_0.67mM,aSyn_D3_0.67mM
92.252170,12133.000000,12254.000000,11436.000000,10947.670000,11443.670000,11578.670000,9582.000000,10967.000000,11110.000000,5513.333000,4387.333000,8386.333000
92.515720,11870.000000,11936.000000,11189.000000,10626.670000,11331.670000,11279.670000,9405.667000,10822.670000,10876.670000,5392.333000,4331.333000,8262.333000
92.779300,12027.330000,12061.330000,11250.330000,10546.000000,11248.000000,11116.000000,9446.000000,10849.000000,10936.000000,5454.333000,4355.333000,8270.333000
93.042890,12058.330000,12094.330000,11292.330000,10784.670000,11337.670000,11344.670000,9540.000000,10876.000000,10854.000000,5582.667000,4194.667000,8456.667000
93.306440,12186.670000,12209.670000,11474.670000,10785.330000,11382.330000,11519.330000,9583.000000,10971.000000,11104.000000,5331.000000,4457.000000,8501.000000
93.570030,12219.670000,12281.670000,11562.670000,11005.670000,11542.670000,11615.670000,9784.000000,11012.000000,11189.000000,5583.000000,4397.000000,8697.000000
93.833610,12413.670000,12268.670000,11582.670000,10947.670000,11588.670000,11587.670000,9743.333000,11352.330000,11163.330000,5593.333000,4459.333000,8465.333000
94.097170,12276.330000,12334.330000,11477.330000,10980.330000,11394.330000,11564.330000,9691.333000,11042.330000,11222.330000,5626.000000,4296.000000,8531.000000
94.360780,12290.000000,12247.000000,11526.000000,11036.000000,11293.000000,11466.000000,9722.333000,11195.330000,11256.330000,5692.667000,4479.667000,8702.667000
94.624340,12119.330000,12021.330000,11290.330000,10671.670000,11191.670000,11239.670000,9576.333000,10961.330000,11001.330000,5476.000000,4364.000000,8532.000000
94.887920,11860.330000,11959.330000,11136.330000,10445.000000,11055.000000,11193.000000,9471.667000,10755.670000,10882.670000,5415.000000,4358.000000,8350.000000
95.151500,11977.330000,11982.330000,11106.330000,10725.000000,11322.000000,11269.000000,9389.000000,10900.000000,11038.000000,5520.000000,4339.000000,8363.000000
95.415080,12047.000000,12142.000000,11287.000000,10600.670000,11242.670000,11372.670000,9575.333000,10800.330000,10872.330000,5507.333000,4324.333000,8682.333000
95.678640,12281.000000,12228.000000,11390.000000,10691.000000,11326.000000,11480.000000,9653.000000,10923.000000,11167.000000,5472.333000,4406.333000,8484.333000
95.942220,12172.670000,12362.670000,11393.670000,10831.670000,11437.670000,11463.670000,9683.000000,11068.000000,11212.000000,5528.000000,4304.000000,8624.000000
96.205800,12188.330000,12296.330000,11547.330000,10811.330000,11357.330000,11515.330000,9721.000000,11119.000000,11145.000000,5593.667000,4319.667000,8612.667000
96.469390,12135.330000,12200.330000,11318.330000,10828.330000,11302.330000,11356.330000,9658.000000,11031.000000,11188.000000,5620.333000,4473.333000,8760.333000
96.732970,11967.000000,11944.000000,11304.000000,10793.000000,11192.000000,11271.000000,9566.000000,10882.000000,10949.000000,5543.667000,4375.667000,8472.667000
